Title,Author
"Legco elections: Benny Tai’s ‘35-plus’ strategy will take Hong Kong nowhere. The aim is to win a simple majority in Legco, but the threat to weaponise this advantage is overstated. Playing a game of chicken with Beijing has never worked.",Alice Wu
"Why the US should emulate China’s production at home rather than trying to undercut its economic progress. We should not allow economics to become hostage to geopolitics or, worse, to reinforce and magnify US-China rivalry. The objective for the West should be to build more productive, more inclusive economies at home – not simply to outcompete China.",Dani Rodrik
"Why has Pakistan been left out of China and East Asia’s economic development boom?. Despite Southeast Asia and China’s astonishing development story, some parts of the world have not shared in that progress. Conflict, radical Islam, ferocious local politics and challenging conditions have combined to impede Pakistan’s development.",David Dodwell
China benefits from tech moves in crisis. ,SCMP Editorial
"In Trump, China has an adversary who’s not afraid to push back – even if it means economic pain. Communist Party leaders have overplayed their hand by tightening control over Hong Kong with a national security law. Trump and his senior advisers not only believe in the law of the jungle, but are also unafraid to wield raw power against their foes.",Minxin Pei
"New Legislative Council should resume normal business. After the Legco elections in September, the government should reintroduce draft laws on a flat vacancy tax, premium taxi services, e-cigarettes and waste disposal that were shelved because of opposition infighting and the pandemic crisis.",Alex Lo
Beijing needs deft hand to restore image of language centres. ,SCMP Editorial
"How Hong Kong can reduce its carbon emissions by 90 per cent. A new report shows that a carbon neutral city is within reach by decarbonising the power sector, improving building efficiency and enhancing mobility. While many Hong Kong people may feel tackling climate change is not urgent, they couldn’t be more wrong.","Lisa Genasci,Wee Kean Fong"
China is rewriting the rules for its own ends – the world cannot sit idly by. Hong Kong’s national security law is only the latest example of China’s challenge to the rules-based global order. The US and like-minded partners must be prepared to take collective action to safeguard peace and prosperity,David F. Helvey
"Why Hong Kong national security law won’t spark a third wave of migration to Canada. Most Chinese Canadians couldn’t care less about the new law – some even think it’s a good thing. Hongkongers who hope to rally support from Canada’s people and government, or expect a warm welcome should they leave, will be disappointed.",Albert Cheng
"After border clash with India, has China made a strategic miscalculation?. China seems to have decided it can bear the cost of its territorial assertion at the disputed border with India. However, the current gain might cloud the big picture for Beijing in the long term.",C. Uday Bhaskar
