Title,Summary
"Stocks Blog: Hang Seng gets confidence boost after big Sunday protest, apology from city leader",Hang Seng snaps three-day losing streak on confidence boost from protest-prompted climbdown by Hong Kong leader on controversial extradition proposal
"Hong Kong top destination for Chinese IPOs, but new Shanghai tech board poses threat, Baker McKenzie says","Chinese companies expected to raise US$6.8 billion in Hong Kong in the first half of 2019, according to the law firm Baker McKenzie"
Hong Kong's rates curve is the most inverted in two decades,The one-month interbank borrowing cost on Thursday jumped to its highest level since October 2008
The Hong Kong maker of Transformers toys rushes to ship orders for the US holiday season to beat Trump’s tariffs,"Hong Kong toymaker Forward Winsome, famous for its rubber ducks, has been rushing to meet a spike in orders from American customers keen to stockpile products before they are hit by the next round of trade duties"
"Stocks Blog: Hong Kong, Shanghai climb on bigger-than-expected China exports,  growing hopes for Fed rate cut",
Shanghai posts sixth straight day of losses while Hong Kong gains as fears of oil glut are added to jitters around ongoing trade war,"“June will almost certainly be worse than May, because more bad news may come and things could go even more downhill,” Francis Lun of Geo Securities of Hong Kong’s stock market."
Stocks Blog: Shanghai ends down but Hong Kong ekes out small gain as energy stocks fall amid fear of oil glut ,
Hong Kong regulator slaps a ban on Nuoqi’s former CFO for failing to stop his chairman from pilfering the company’s coffers,Nuoqi went into trouble only six months after its 2014 listing when its chairman Ding Hui disappeared with US$34 million from the company
"Stocks Blog: Shanghai  ends down, extending losses for fifth consecutive trading day amid US-China trade feud ","Traders couldn't shake their jitters over the trade war, though some went out bargain hunting. "
Hong Kong’s new pensions tax break gives early boost to retirement savings,"Major pension providers including HSBC, Prudential, Manulife and AIA saw a strong response to their new tax-deductible deferred annuity and MPF products."
"Mainlanders snap up Hong Kong insurance products in first quarter, amid fears of trade war, forex losses","Mainlanders bought HK$12.77 billion (US$1.63 billion) of life and medical insurance products in Hong Kong during the first quarter, reflecting a rise of 8 per cent on year."
"Stock indexes retreat in mainland China, Hong Kong as trade war between world’s two largest economies spreads to technology",
"‘No easy fix’ for Hong Kong firms affected by tariffs as US customs tightens scrutiny, former trade official says",Former US trade official discusses strategies for Hong Kong companies caught in the US-China trade war.
"Stocks Blog: China, Hong Kong shares pounded by fears of US-China tech rivalry ",
"Car maker Infiniti to move headquarters from Hong Kong to Japan to be nearer parent Nissan as it pursues electric, autonomous vehicles","The company said it will move its global HQ to the Japanese city of Yokohama, home of its parent, Nissan"
Hong Kong’s financial watchdog fines China Merchants Securities HK$27 million for ‘failed’ IPO sponsor duty,The Hong Kong subsidiary of one of China’s largest brokerages has been fined by the Securities and Futures Commission for its sponsor work related to the listing of China Metal Recycling
Education University of Hong Kong seeks to distance itself from alleged fraud mastermind,"Education University of Hong Kong wants to remove Roy Cho Kwai-chee’s name from its main building, but has found it difficult to do so."
"Stocks Blog: Shanghai snaps streak of seven days of losses while Hong Kong falls amid US-China trade, tech turmoil ",
Hong Kong reclaims crown as global hub for high-end Bordeaux wine,"Last year Hong Kong accounted for 16 per cent of high-end wine sales by value from Bordeaux, the famed wine growing region in southwestern France"
Stocks close mixed in Hong Kong and China amid mixed messages on progress of negotiations to end the ongoing US-China trade war,"After the Hang Seng lost 680 points over past four days, investors squared their short positions among selective financial blue chips"
Creating a Resilient Hong Kong,"Bernard CHAN, Convenor of the Non-Official Members of the Executive Council - Hong Kong's highest policy making body, analyses what Hong Kong needs to do to prepare its citizens – across all levels of society – for the radically different employment landscape of the future. "
"Debt-ridden HMV mulls big liquidation sale of CDs, DVDs in Hong Kong after potential buyers walk away","The potential sale would see 100,000 CDs, DVDs, Blu-rays and records offered at heavily discounted prices."
"Extended US-China trade war may see Hong Kong employers hold back on hiring, say recruiters","Hong Kong employment outlook remains positive, but companies are cautious as threat of long-term trade war looms"
Hong Kong charges alleged mastermind who sparked city’s largest financial probe in decades for conspiracy to defraud Convoy,"Roy Cho Kwai-chee, the alleged mastermind in Hong Kong’s largest financial investigation in decades, has been charged with conspiracy to defraud Convoy."
"Asia’s equity markets extend global sell-off, taking the cue from US$1 trillion   overnight wipeout as trade war escalates",Hong Kong closes down 1.5 per cent after returning from a holiday.
Hong Kong investors take advantage of a correction in Singapore’s property prices,"Singapore’s property prices have continued to fall since the last quarter of 2018, declining 0.7 per cent in the first three months of the year."
"China, Hong Kong markets will be less skittish as trade war drags on, observers say","China’s response to the imposition of increased tariffs by the US suggests that a protracted trade war lies ahead, but investors’ sensitivity to escalations and de-escalations could wane over time, according to observers."
Investors pile into Viva Biotech’s Hong Kong IPO as they are confident of the R&D services provider’s business model,"Not only is the firm profit-making, but its investment in potential drug candidates has made it attractive to investors, says Louis Tse Ming Kwong, managing director of VC Asset Management"
